交易代码,平均预测净利润
2.0,21410537500.0
5.0,177000000.0
8.0,455000000.0
12.0,999790000.0
18.0,515396000.0
21.0,378035000.0
28.0,978000000.0
34.0,429624000.0
35.0,288713333.3333333
39.0,227333333.33333334
43.0,477000000.0
49.0,230240000.0
59.0,1792385000.0
60.0,298480000.0
62.0,449000000.0
63.0,3877706250.0
65.0,377316666.6666667
66.0,534220000.0
68.0,34765000.0
69.0,5229000000.0
89.0,609500000.0
100.0,2444433333.3333335
150.0,1082000000.0
157.0,63700000.0
158.0,368800000.0
166.0,5666000000.0
333.0,14898202000.0
338.0,2197000000.0
400.0,848754285.7142857
401.0,46500000.0
402.0,2912680000.0
403.0,135490000.0
404.0,242260000.0
415.0,2525466666.6666665
418.0,1200090000.0
422.0,92810000.0
423.0,1832581538.4615386
425.0,217900000.0
426.0,118090000.0
430.0,102000000.0
488.0,1807000000.0
498.0,471453333.3333333
501.0,959180000.0
505.0,86935000.0
513.0,768520000.0
519.0,156100000.0
521.0,228465000.0
524.0,40515000.0
525.0,145090000.0
528.0,18000000.0
529.0,108500000.0
530.0,167500000.0
536.0,550000000.0
538.0,3124292000.0
540.0,3463000000.0
546.0,294000000.0
550.0,1668000000.0
554.0,4230000.0
558.0,153340000.0
561.0,111800000.0
567.0,39650000.0
568.0,1860665000.0
581.0,1670300000.0
582.0,509180000.0
591.0,550260000.0
596.0,838250000.0
597.0,52340000.0
598.0,940263333.3333334
599.0,123333333.33333333
606.0,69760000.0
612.0,101000000.0
615.0,63695000.0
616.0,301000000.0
625.0,11182500000.0
630.0,306778000.0
639.0,150500000.0
651.0,14448207142.857143
656.0,1768400000.0
661.0,475666666.6666667
662.0,484333333.3333333
665.0,459210000.0
666.0,817700000.0
671.0,1986800000.0
679.0,6600000.0
682.0,62750000.0
683.0,392900000.0
686.0,2485000000.0
687.0,214000000.0
688.0,322000000.0
690.0,652000000.0
697.0,25000000.0
703.0,759000000.0
709.0,1368000000.0
711.0,152233333.33333334
716.0,148030000.0
717.0,46140000.0
718.0,1213026666.6666667
725.0,1906150000.0
726.0,808500000.0
727.0,24000000.0
728.0,1869000000.0
732.0,2081273333.3333333
733.0,207500000.0
750.0,1134000000.0
756.0,115710000.0
758.0,435000000.0
759.0,55000000.0
767.0,20000000.0
768.0,614000000.0
776.0,7435000000.0
778.0,610000000.0
783.0,2509148000.0
786.0,1130000000.0
796.0,274995000.0
797.0,136000000.0
799.0,99940000.0
801.0,230145000.0
802.0,233682000.0
807.0,499000000.0
810.0,576710000.0
811.0,288333333.3333333
815.0,4000000.0
818.0,277000000.0
820.0,303733333.3333333
822.0,-98000000.0
823.0,144500000.0
825.0,1178300000.0
826.0,1153760000.0
829.0,174880000.0
830.0,235000000.0
835.0,74570000.0
836.0,49850000.0
848.0,497000000.0
858.0,7159008461.538462
860.0,415366666.6666667
869.0,1000780000.0
875.0,193215000.0
876.0,2800350000.0
877.0,14800000.0
878.0,331700000.0
881.0,376500000.0
882.0,168500000.0
888.0,197838333.33333334
890.0,154500000.0
892.0,313500000.0
895.0,4541600000.0
898.0,1593166666.6666667
902.0,1043000000.0
903.0,216000000.0
906.0,151000000.0
909.0,60000000.0
910.0,446270000.0
911.0,85090000.0
917.0,512000000.0
918.0,1257000000.0
920.0,160510000.0
921.0,1062000000.0
925.0,-103000000.0
926.0,752000000.0
928.0,478930000.0
930.0,190000000.0
932.0,938000000.0
933.0,212330000.0
936.0,564900000.0
937.0,450505000.0
939.0,474030000.0
949.0,166866666.66666666
951.0,369500000.0
957.0,585000000.0
959.0,459800000.0
960.0,209850000.0
961.0,686000000.0
965.0,311000000.0
967.0,278876000.0
968.0,304310000.0
970.0,317000000.0
975.0,327253333.3333333
977.0,496460000.0
978.0,47513333.333333336
980.0,71740000.0
981.0,643666666.6666666
987.0,990000000.0
990.0,233032500.0
997.0,451671666.6666667
998.0,604250000.0
999.0,1305963333.3333333
1979.0,8730016666.666666
2001.0,1287000000.0
2002.0,839730000.0
2003.0,301550000.0
2004.0,760150000.0
2005.0,24300000.0
2006.0,67110000.0
2007.0,793500000.0
2008.0,811666666.6666666
2009.0,106170000.0
2010.0,651833333.3333334
2013.0,599891428.5714285
2019.0,763000000.0
2022.0,259500000.0
2024.0,284380000.0
2026.0,130000000.0
2027.0,4350847500.0
2029.0,245000000.0
2030.0,127600000.0
2032.0,1064666666.6666666
2033.0,228020000.0
2035.0,311200000.0
2041.0,491000000.0
2042.0,421000000.0
2043.0,262400000.0
2044.0,468000000.0
2045.0,56000000.0
2046.0,-20000000.0
2048.0,710935000.0
2049.0,390000000.0
2050.0,863233333.3333334
2051.0,1296740000.0
2053.0,258760000.0
2055.0,95170000.0
2058.0,2700000.0
2059.0,125960000.0
2061.0,123110000.0
2062.0,275000000.0
2064.0,-244815000.0
2065.0,1335816666.6666667
2071.0,263690000.0
2074.0,1079976923.0769231
2075.0,147400000.0
2076.0,73000000.0
2077.0,130000000.0
2078.0,1001436000.0
2080.0,429810000.0
2081.0,1837872000.0
2083.0,367523333.3333333
2084.0,67542000.0
2085.0,1015683333.3333334
2087.0,229000000.0
2088.0,100000000.0
2089.0,177500000.0
2090.0,137666666.66666666
2092.0,1406000000.0
2094.0,181516666.66666666
2097.0,99750000.0
2099.0,531800000.0
2100.0,354000000.0
2101.0,168095000.0
2103.0,141000000.0
2105.0,30590000.0
2106.0,176500000.0
2108.0,532653333.3333333
2115.0,23000000.0
2116.0,274000000.0
2120.0,1164000000.0
2121.0,282080000.0
2123.0,280855000.0
2124.0,396000000.0
2126.0,252376666.66666666
2127.0,309964285.71428573
2131.0,577000000.0
2132.0,122400000.0
2133.0,195000000.0
2138.0,386460000.0
2142.0,7879000000.0
2143.0,666440000.0
2146.0,3601666666.6666665
2148.0,73415000.0
2149.0,32280000.0
2150.0,83000000.0
2152.0,1123000000.0
2156.0,200280000.0
2157.0,1071000000.0
2158.0,158990000.0
2159.0,-940000.0
2165.0,156000000.0
2167.0,15510000.0
2169.0,174650000.0
2171.0,185000000.0
2174.0,615450000.0
2175.0,123940000.0
2176.0,245000000.0
2179.0,809420000.0
2180.0,143000000.0
2182.0,169000000.0
2183.0,806475000.0
2184.0,37800000.0
2185.0,409805000.0
2191.0,677350000.0
2195.0,573741428.5714285
2196.0,130181100.0
2197.0,109000000.0
2200.0,71248333.33333333
2202.0,3184964000.0
2203.0,592000000.0
2205.0,-1835000.0
2206.0,289316666.6666667
2212.0,383900000.0
2215.0,-288515000.0
2216.0,44363333.333333336
2217.0,805020000.0
2218.0,139835000.0
2223.0,499195000.0
2229.0,6000000.0
2230.0,532350000.0
2234.0,336000000.0
2235.0,30760000.0
2236.0,1846000000.0
2238.0,343430000.0
2239.0,414200000.0
2242.0,692500000.0
2244.0,1461696666.6666667
2245.0,247802000.0
2247.0,397010000.0
2251.0,180765000.0
2255.0,87056666.66666667
2256.0,154970000.0
2258.0,176898000.0
2259.0,22170000.0
2261.0,275410000.0
2262.0,316250000.0
2264.0,322000000.0
2266.0,84470000.0
2267.0,613000000.0
2269.0,40000000.0
2271.0,1073447500.0
2273.0,226530000.0
2274.0,72400000.0
2277.0,304040000.0
2279.0,220500000.0
2281.0,305255000.0
2283.0,177000000.0
2284.0,174410000.0
2286.0,60065000.0
2287.0,322000000.0
2288.0,11000000.0
2291.0,18920000.0
2292.0,632500000.0
2293.0,383163333.3333333
2296.0,100040000.0
2299.0,802250000.0
2301.0,99995000.0
2304.0,5758614000.0
2305.0,451075000.0
2308.0,189827500.0
2310.0,827220000.0
2311.0,990065000.0
2313.0,45000000.0
2314.0,583000000.0
2315.0,93480000.0
2316.0,39000000.0
2317.0,383435000.0
2318.0,132000000.0
2321.0,111000000.0
2322.0,192890000.0
2325.0,381000000.0
2326.0,167000000.0
2329.0,386020000.0
2334.0,111333333.33333333
2335.0,195000000.0
2337.0,5000000.0
2339.0,170000000.0
2341.0,63585714.28571428
2343.0,290768361.53846157
2344.0,567790000.0
2345.0,270360000.0
2347.0,14000000.0
2349.0,174200000.0
2350.0,65654000.0
2353.0,157686666.66666666
2354.0,677666666.6666666
2355.0,71000000.0
2357.0,145250000.0
2358.0,343000000.0
2361.0,168000000.0
2364.0,227056666.66666666
2365.0,60650000.0
2366.0,543797500.0
2368.0,379500000.0
2369.0,11930000.0
2371.0,94000000.0
2372.0,622000000.0
2373.0,356880000.0
2375.0,449000000.0
2376.0,201000000.0
2381.0,99000000.0
2383.0,122000000.0
2384.0,150655000.0
2385.0,1105000000.0
2389.0,188848000.0
2390.0,288190000.0
2391.0,198015000.0
2392.0,233000000.0
2394.0,365820000.0
2397.0,159390000.0
2402.0,112300000.0
2403.0,149000000.0
2404.0,74060000.0
2405.0,181461428.57142857
2408.0,358930000.0
2409.0,68500000.0
2410.0,434333333.3333333
2413.0,146950000.0
2414.0,92750000.0
2415.0,7536333333.333333
2419.0,568610000.0
2421.0,286960000.0
2422.0,695505000.0
2423.0,11000000.0
2425.0,211046000.0
2426.0,820000000.0
2429.0,372523333.3333333
2431.0,172000000.0
2434.0,360530000.0
2435.0,156765000.0
2436.0,189390000.0
2439.0,334333333.3333333
2444.0,584853333.3333334
2445.0,317700000.0
2446.0,123000000.0
2447.0,216200000.0
2448.0,212760000.0
2450.0,2025246000.0
2452.0,108706666.66666667
2456.0,857114615.3846154
2457.0,33360000.0
2458.0,784335000.0
2460.0,691800000.0
2463.0,202530000.0
2465.0,689660000.0
2466.0,1681000000.0
2468.0,1399900000.0
2470.0,1174400000.0
2472.0,185690000.0
2474.0,24000000.0
2475.0,1214500000.0
2477.0,1255550000.0
2478.0,123000000.0
2479.0,268766666.6666667
2480.0,0.0
2481.0,122880000.0
2482.0,370750000.0
2491.0,544350000.0
2494.0,19640000.0
2498.0,414090000.0
2500.0,763000000.0
2501.0,565022500.0
2502.0,335547500.0
2503.0,380140000.0
2504.0,354500000.0
2506.0,580955000.0
2508.0,1164000000.0
2510.0,171935000.0
2511.0,241000000.0
2516.0,318755000.0
2517.0,674520000.0
2518.0,310175000.0
2519.0,371500000.0
2520.0,94460000.0
2523.0,124500000.0
2527.0,191914900.00000003
2529.0,9995000.0
2530.0,125650000.0
2531.0,454520000.0
2533.0,195640000.0
2534.0,194130000.0
2536.0,100000000.0
2537.0,271113333.3333333
2541.0,180000000.0
2542.0,307000000.0
2543.0,365500000.0
2547.0,231000000.0
2548.0,182513500.0
2549.0,12000000.0
2554.0,238237777.7777778
2557.0,435000000.0
2558.0,1018000000.0
2559.0,79655000.0
2561.0,255000000.0
2562.0,142500000.0
2563.0,1608260000.0
2564.0,-34473333.333333336
2567.0,222450000.0
2568.0,-90000000.0
2570.0,-373988333.3333333
2572.0,668000000.0
2573.0,745824000.0
2577.0,24000000.0
2580.0,67290000.0
2582.0,45000000.0
2583.0,434173333.3333333
2586.0,97102500.0
2588.0,559900000.0
2590.0,133000000.0
2594.0,5073000000.0
2595.0,746000000.0
2597.0,449455000.0
2599.0,33998888.88888889
2600.0,307000000.0
2601.0,426000000.0
2603.0,579800000.0
2604.0,131330000.0
2610.0,307000000.0
2611.0,112000000.0
2612.0,153246000.0
2615.0,134200000.0
2623.0,63000000.0
2624.0,1053000000.0
2626.0,304000000.0
2627.0,54663333.333333336
2630.0,225236666.66666666
2631.0,210220000.0
2632.0,50000000.0
2635.0,336000000.0
2637.0,117640000.0
2638.0,158983750.0
2639.0,51933333.333333336
2640.0,426219000.0
2641.0,320000000.0
2642.0,281000000.0
2643.0,432230000.0
2644.0,63000000.0
2647.0,10000000.0
2648.0,184273333.33333334
2649.0,117560000.0
2650.0,164000000.0
2654.0,162980000.0
2655.0,122046666.66666667
2656.0,-82765000.0
2657.0,188700000.0
2658.0,193100000.0
2661.0,124685000.0
2662.0,682000000.0
2665.0,221947500.0
2668.0,344878333.3333333
2669.0,104000000.0
2670.0,522000000.0
2671.0,34355000.0
2672.0,450528000.0
2673.0,1458000000.0
2674.0,49080000.0
2675.0,170000000.0
2677.0,204636666.66666666
2683.0,56000000.0
2684.0,210700000.0
2686.0,118583333.33333333
2688.0,183217000.0
2690.0,320200000.0
2694.0,36000000.0
2697.0,177325000.0
2699.0,201680000.0
2701.0,1264860000.0
2705.0,412527500.0
2707.0,233000000.0
2709.0,421000000.0
2711.0,223040000.0
2712.0,162788571.42857143
2713.0,141015000.0
2714.0,2307000000.0
2717.0,248275000.0
2718.0,146000000.0
2719.0,77000000.0
2721.0,248435000.0
2727.0,391710000.0
2730.0,51850000.0
2733.0,146000000.0
2734.0,102207500.0
2737.0,225000000.0
2738.0,58000000.0
2739.0,1678473333.3333333
2740.0,65000000.0
2743.0,70000000.0
2747.0,69500000.0
2752.0,187500000.0
2756.0,256000000.0
2762.0,70230000.0
2763.0,173000000.0
2765.0,118000000.0
2766.0,98760000.0
2773.0,561345000.0
2775.0,137330000.0
2777.0,77700000.0
2780.0,36765000.0
2781.0,154730000.0
2787.0,135500000.0
2790.0,175000000.0
2792.0,261126666.66666666
2793.0,97170000.0
2805.0,27000000.0
2807.0,772000000.0
2809.0,81440000.0
2810.0,50000000.0
2813.0,49137500.0
2818.0,534135000.0
2820.0,97073333.33333333
2821.0,209405000.0
2822.0,175800000.0
2823.0,105966000.0
2825.0,78760000.0
2826.0,60830000.0
2827.0,89270000.0
2828.0,61460000.0
2829.0,84000000.0
2830.0,50000000.0
2831.0,813500000.0
300002.0,635000000.0
300003.0,716950000.0
300004.0,86000000.0
300005.0,227518000.0
300007.0,128000000.0
300008.0,233850000.0
300009.0,205250000.0
300010.0,337000000.0
300011.0,200568571.42857143
300012.0,229250000.0
300014.0,253611666.66666666
300015.0,574832941.1764706
300017.0,1301813333.3333333
300019.0,108615000.0
300021.0,90145000.0
300024.0,486000000.0
300025.0,96678000.0
300026.0,631500000.0
300030.0,45000000.0
300031.0,176993333.33333334
300032.0,207320000.0
300033.0,1152696000.0
300036.0,121700000.0
300037.0,274250000.0
300038.0,574333333.3333334
300039.0,306000000.0
300041.0,119635000.0
300043.0,437507500.0
300048.0,192297500.0
300049.0,138200000.0
300050.0,153873333.33333334
300054.0,206000000.0
300056.0,174100000.0
300057.0,68100000.0
300058.0,730397500.0
300059.0,1004000000.0
300061.0,228680000.0
300062.0,64365000.0
300063.0,223000000.0
300064.0,165000000.0
300065.0,98000000.0
300068.0,367057500.0
300070.0,2075126666.6666667
300071.0,200000000.0
300072.0,1583070000.0
300075.0,173070000.0
300077.0,79790000.0
300078.0,218460000.0
300080.0,38640000.0
300081.0,41000000.0
300082.0,150333333.33333334
300083.0,88150000.0
300084.0,18620000.0
300085.0,126500000.0
300087.0,24160000.0
300090.0,428000000.0
300091.0,91660000.0
300094.0,100000000.0
300095.0,54000000.0
300096.0,43250000.0
300097.0,122000000.0
300098.0,297300000.0
300099.0,36812500.0
300104.0,779500000.0
300106.0,-55695000.0
300109.0,111000000.0
300115.0,649142000.0
300116.0,423500000.0
300117.0,88870000.0
300118.0,654660000.0
300119.0,166300000.0
300121.0,168000000.0
300124.0,948300000.0
300128.0,117000000.0
300129.0,217305000.0
300130.0,126800000.0
300134.0,211000000.0
300136.0,531495454.54545456
300138.0,97520000.0
300140.0,12000000.0
300143.0,53765000.0
300144.0,919343888.8888888
300145.0,498157142.85714287
300146.0,608930000.0
300147.0,100670000.0
300148.0,309770000.0
300153.0,43750000.0
300156.0,723824000.0
300157.0,38000000.0
300158.0,205900000.0
300159.0,364303333.3333333
300160.0,119822500.0
300161.0,22075000.0
300164.0,23368000.0
300165.0,77000000.0
300166.0,336000000.0
300167.0,-19000000.0
300171.0,419000000.0
300173.0,107000000.0
300176.0,72000000.0
300178.0,174380000.0
300181.0,96000000.0
300182.0,1023666666.6666666
300183.0,331025000.0
300187.0,165000000.0
300188.0,218000000.0
300189.0,3135000.0
300190.0,125770000.0
300192.0,39900000.0
300194.0,230765000.0
300196.0,278476666.6666667
300197.0,571223000.0
300199.0,423000000.0
300200.0,70235000.0
300201.0,99130000.0
300203.0,414360000.0
300206.0,31000000.0
300207.0,465110000.0
300210.0,110000000.0
300211.0,13000000.0
300212.0,207060000.0
300214.0,89560000.0
300219.0,165000000.0
300220.0,12410000.0
300221.0,314585000.0
300222.0,258020000.0
300223.0,36310000.0
300226.0,27000000.0
300228.0,72390000.0
300230.0,158575000.0
300231.0,127360000.0
300232.0,209882857.14285713
300233.0,183336666.66666666
300236.0,62811428.571428575
300237.0,406920000.0
300241.0,61400000.0
300243.0,32700000.0
300244.0,281255000.0
300246.0,69690000.0
300247.0,66000000.0
300248.0,70000000.0
300250.0,119000000.0
300251.0,709710000.0
300252.0,251000000.0
300253.0,523000000.0
